uri,Glossary Term,definition,type,label,alternative label,tag,description,definition extension,editorial note,document link,seeAlso,broader term,narrower term,related term,has exact match,has close match,has broader match,has related match
http://nwcg.gov/glos/nwcg_terms/nwcg-backgroundLevel,background level,"In air pollution control, the concentration of air pollutants in a definite area during a fixed period of time prior to the starting up, or the stoppage, of a source of emission under control. In toxic substances monitoring, the average presence in the environment, originally referring to naturally-occurring phenomena.&nbsp;",Business Term,background level,,Fuels,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-incidentAssignment,incident assignment,An assignment to an incident that requires a length of commitment.,Business Term,incident assignment,,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-flightVisibility,flight visibility,Average forward horizontal distance from the cockpit of an aircraft in flight at which prominent unlighted objects may be seen and identified by day and prominent lighted objects may be seen and identified by night.,Business Term,flight visibility,,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-resourcesPersonnel,resources (personnel),"Personnel, equipment, services and supplies available, or potentially available, for assignment to incidents. Personnel and equipment are described by kind and type, e.g., ground, water, air, etc., and may be used in tactical, support or overhead capacities at an incident.",Business Term,resources (personnel),,Incident,,,gb,,,,,"assigned resources, allocated resources, available resources, active resources",,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-availableResources,available resources,Resources assigned to an incident and available for assignment.,Business Term,available resources,,Incident,,,"JK-checked.&nbsp; EDG shows additional related term ""personnel (resources)"" not shown in NWCG.",,,,,"resources (personnel), assigned resources, allocated resources, active resources",,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-allocatedResources,allocated resources,"Resources dispatched to an incident, that have not yet checked in.",Business Term,allocated resources,,Incident,,,"JK-checked.&nbsp; ""Resources (personnel)"" listed as related term which is not in NWCG.&nbsp; Does it need to be removed?",,,,,"resources (personnel), assigned resources, available resources, active resources",,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-activeResources,active resources,Resources checked in and assigned work tasks on an incident.,Business Term,active resources,,Incident,,,"JK-checked.&nbsp; ""Resources (personnel)"", as related term, doesn't show up in NWCG, but ""active resources"" shows up as related term of ""Resources (personnel)"", so ""Resources (personnel)"" left as related term.",,,,,"resources (personnel), allocated resources, available resources",,assigned resources,,
http://nwcg.gov/glos/nwcg_terms/nwcg-assignedResources,assigned resources,Resources checked in and assigned work tasks on an incident.,Business Term,assigned resources,,Incident,,,"JK-checked.&nbsp; Resources (personnel) listed as related term in EDG, but not shown in NWCG.&nbsp; Address as needed.",,,,,"resources (personnel), allocated resources, available resources",,active resources,,
http://nwcg.gov/glos/nwcg_terms/nwcg-orderedStandby,ordered standby,"An employee is on duty, and time spent on standby duty is hours of work if, for work-related reasons, the employee is restricted by official order to a designated post of duty and is assigned to be in a state of readiness to perform work with limitations on the employee&rsquo;s activities so substantial the employee cannot use the time effectively for his or her own purposes. A finding that an employee&rsquo;s activities are substantially limited may not be based on the fact that an employee is subject to restrictions necessary to ensure that the employee will be able to perform his or her duties and responsibilities, such as restrictions on alcohol consumption or use of certain medications (5 CFR 551.431(a) (1)).",Business Term,ordered standby,,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-pyrolysis,pyrolysis,"The thermal or chemical decomposition of fuel at an elevated temperature. This is the preignition combustion phase of burning during which heat energy is absorbed by the fuel which, in turn, gives off flammable tars, pitches, and gases.",Business Term,pyrolysis,,Fire Environment,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-engineCompany,engine company,"A resource that includes an engine of a specific type. The type specifies tank capacity, pump rating, hose capacity and number of personnel.",Business Term,engine company,,"Incident, Resources",,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-rappelling,rappelling,Technique of landing specifically trained and certified firefighters from hovering helicopters; involves sliding down ropes with the aid of friction-producing devices.,Business Term,rappelling,,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-firePrevention,fire prevention,"Activities such as public education, community outreach, law enforcement, engineering, and reduction of fuel hazards that are intended to reduce the incidence of unwanted human-caused wildfires and the risks they pose to life, property or resources.",Business Term,fire prevention,,Miscellaneous,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-clearText,clear text,The use of plain English in radio communications transmissions. No Ten Codes or agency specific codes are used when using Clear Text.,Business Term,clear text,,"Incident, Resources",,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-hotshotCrew,hotshot crew,Intensively trained fire crew used primarily in handline construction (Type-1).,Business Term,hotshot crew,,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-fuelContinuity,fuel continuity,The degree or extent of continuous or uninterrupted distribution of fuel particles in a fuel bed thus affecting a fire's ability to sustain combustion and spread. This applies to aerial fuels as well as surface fuels.,Business Term,fuel continuity,,Fuels,,,gb,,,,,"surface fuel, aerial fuels",,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-surfaceFuel,surface fuel,"Fuels lying on or near the surface of the ground, consisting of leaf and needle litter, dead branch material, downed logs, bark, tree cones, and low stature living plants.",Business Term,surface fuel,,Fuels,,,GB,,,,,fuel continuity,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-aerialFuels,aerial fuels,"Standing and supported live and dead combustibles not in direct contact with the ground and consisting mainly of foliage, twigs, branches, stems, cones, bark, and vines.",Business Term,aerial fuels,,Fuels,,,JK-checked.,,,,,"fuel continuity, draped fuels",,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-drapedFuels,draped fuels,"Needles, leaves, and twigs that have fallen from above and have lodged on lower branches or brush. Draped fuels are part of aerial fuels.",Business Term,draped fuels,,Fuels,,,JK-checked.,,,,,aerial fuels,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-usefulLoad,useful load,Maximum computed gross weight minus equipped weight of a helicopter.,Business Term,useful load,,Resources,,,,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-minimumRelativeHumidity,minimum relative humidity,The lowest value for relative humidity measured at the observation site during the preceding 24-hour period.,Business Term,minimum relative humidity,,Fire Environment,,,gb,,,,,maximum relative humidity,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-maximumRelativeHumidity,maximum relative humidity,The highest value for relative humidity measured at the observation site during the preceding 24-hour period.,Business Term,maximum relative humidity,,Fire Environment,,,gb,,,,,minimum relative humidity,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-peakMonthlyAverage,peak monthly average,Highest monthly average of human-caused fires calculated for a protection unit.,Business Term,peak monthly average,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-firePerimeter,fire perimeter,The entire outer edge or boundary of a fire.,Business Term,fire perimeter,,Fire Environment,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-emissionStandard,emission standard,"A general type of standard that limits the mass of a pollutant that may be emitted by a source. The most straightforward emissions standard is a simple limitation on mass of pollutant per unit time (e.g., pounds of pollutant per hour).",Business Term,emission standard,,Fuels,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-sitePreparationBurning,site preparation burning,Fire ignited to expose adequate mineral soil and control competing vegetation until seedlings of the desired species become established.,Business Term,site preparation burning,,Fuels,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-smokeSensitiveArea,Smoke Sensitive Area,"Area in which smoke from outside sources is intolerable, for reasons such as heavy population, existing air pollution, or intensive recreation or tourist use.",Business Term,Smoke Sensitive Area,,Fuels,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-dormantSeasonBurning,dormant season burning,"Prescribed burning early in the dry season before the leaves and undergrowth are completely dry or before the leaves are shed, as an insurance against more severe fire damage later on.",Business Term,dormant season burning,,Fuels,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-advancingFire,advancing fire,That portion of the fire with rapid fire spread with higher intensity which is normally burning with the wind and/or up slope.,Business Term,advancing fire,"run, forward fire",Resources,,,,,,,,,,head fire,,
http://nwcg.gov/glos/nwcg_terms/nwcg-headFire,head fire,A fire spreading or set to spread with the wind.,Business Term,head fire,,Fire Environment,,,gb,,,,,,,advancing fire,,
http://nwcg.gov/glos/nwcg_terms/nwcg-bumpupMethod,bumpup method,"Progressive method of fireline construction on a wildfire without changing relative positions in the line. Work is begun with a suitable space between workers; whenever one worker overtakes another, all of those ahead move one space forward and resume work on the uncompleted part of the line. The last worker does not move ahead until work is completed in his/her space. Forward progress of the crew is coordinated by a crew boss.&nbsp;",Business Term,bumpup method,,Incident,,,JK-checked.,,,,,,,move up method,,
http://nwcg.gov/glos/nwcg_terms/nwcg-moveUpMethod,move up method,"Progressive method of fireline construction on a wildfire without changing relative positions in the line. Work is begun with a suitable space between workers; whenever one worker overtakes another, all of those ahead move one space forward and resume work on the uncompleted part of the line. The last worker does not move ahead until work is completed in his/her space. Forward progress of the crew is coordinated by a crew boss.&nbsp;",Business Term,move up method,,Incident,,,gb,,,,,,,bumpup method,,
http://nwcg.gov/glos/nwcg_terms/nwcg-flameLength,flame length,"The distance between the flame tip and the midpoint of the flame depth at the base of the flame (generally the ground surface), an indicator of fire intensity.",Business Term,flame length,,Fire Environment,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-inductor,inductor,A control mechanism that allows a regulated quantity of foam concentrate to be introduced into the main hose line.,Business Term,inductor,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-carouselHook,carousel hook,"A remote hook attached to the end of a longline. It has four or more individual hooks which can be independently released, allowing the pilot to fly cargo loads to different locations without landing.",Business Term,carousel hook,,Resources,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-mopUpCrew,mop up crew,A portion or all of a regular fire crew assigned to mop up work after the fire or a portion of the fire has been contained or controlled.,Business Term,mop up crew,,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-packTest,pack test,"Used to determine the aerobic capacity of fire suppression support personnel and assign physical fitness scores. The test consists of walking a specified distance, with or without a weighted pack, in a predetermined period of time, with altitude corrections.&nbsp;",Business Term,pack test,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-organicMatter,organic matter,"That fraction of the soil that includes plant and animal residues at various stages of decomposition, cells and tissues of soil organisms, and substances synthesized by the soil population.",Business Term,organic matter,,Fuels,,,gb,,,,,,,,,
